"q","biteA","Mean_Annual_Seroprevalence","mean_popn_R0","param1"
"0.6",0.375,0.818808999121927,NA,0.6
"0.6",0.4,0.819989512924479,NA,0.6
"0.6",0.425,0.820723753024952,NA,0.6
"0.6",0.45,0.821173208604887,NA,0.6
"0.6",0.475,0.821451114683137,NA,0.6
"0.6",0.5,0.821612761063135,NA,0.6
"0.6",0.525,0.821696683380075,NA,0.6
"0.6",0.55,0.821727367597004,NA,0.6
"0.6",0.575,0.821723923107819,NA,0.6
"0.6",0.6,0.821689426547014,NA,0.6
"0.6",0.625,0.821636027082257,NA,0.6
"0.6",0.65,0.821572504280474,NA,0.6
"0.6",0.675,0.821493941682198,NA,0.6
"0.6",0.7,0.821410948414652,NA,0.6
"0.6",0.725,0.821321886775157,NA,0.6
"0.6",0.75,0.82122703154545,NA,0.6
"0.6",0.775,0.821130012372164,NA,0.6
"0.6",0.8,0.821029618233748,NA,0.6
"0.6",0.825,0.820927898063969,NA,0.6
"0.6",0.85,0.82082555975851,NA,0.6
"0.6",0.875,0.820723744214786,NA,0.6
"0.6",0.9,0.820623086871208,NA,0.6
"0.6",0.925,0.820521256643328,NA,0.6
"0.6",0.95,0.820418764000105,NA,0.6
"0.6",0.975,0.820316936427994,NA,0.6
"0.6",1,0.820215645008878,NA,0.6
"0.7",0.05,0.0198602246518965,NA,0.7
"0.7",0.075,0.0221627286531142,NA,0.7
"0.7",0.1,0.0371978073877668,NA,0.7
"0.7",0.125,0.316056515466144,NA,0.7
"0.7",0.15,0.585784858552412,NA,0.7
"0.7",0.175,0.705518746399088,NA,0.7
"0.7",0.2,0.757669797497871,NA,0.7
"0.7",0.225,0.783347472893893,NA,0.7
"0.7",0.25,0.798017741714601,NA,0.7
"0.7",0.275,0.806952526983555,NA,0.7
"0.7",0.3,0.812632240543031,NA,0.7
"0.7",0.325,0.816283289946572,NA,0.7
"0.7",0.35,0.818568621319545,NA,0.7
"0.7",0.375,0.819956358369836,NA,0.7
"0.7",0.4,0.820784961371507,NA,0.7
"0.7",0.425,0.821272601004723,NA,0.7
"0.7",0.45,0.821550653025845,NA,0.7
"0.7",0.475,0.821699401254945,NA,0.7
"0.7",0.5,0.821757548917483,NA,0.7
"0.7",0.525,0.821764171859462,NA,0.7
"0.7",0.55,0.82173037134881,NA,0.7
"0.7",0.575,0.821671475297383,NA,0.7
"0.7",0.6,0.82159527005584,NA,0.7
"0.7",0.625,0.821502703725501,NA,0.7
"0.7",0.65,0.821401510693318,NA,0.7
"0.7",0.675,0.821293230905368,NA,0.7
"0.7",0.7,0.821183646014894,NA,0.7
"0.7",0.725,0.821071827666146,NA,0.7
"0.7",0.75,0.820955899973253,NA,0.7
"0.7",0.775,0.820840405006433,NA,0.7
"0.7",0.8,0.820721870978448,NA,0.7
"0.7",0.825,0.820603921960856,NA,0.7
"0.7",0.85,0.820486713446224,NA,0.7
"0.7",0.875,0.820369995081839,NA,0.7
"0.7",0.9,0.820255496310908,NA,0.7
"0.7",0.925,0.820140197494733,NA,0.7
"0.7",0.95,0.820025415251264,NA,0.7
"0.7",0.975,0.819912725635466,NA,0.7
"0.7",1,0.819801418597926,NA,0.7
"0.8",0.05,0.0213334600330291,NA,0.8
"0.8",0.075,0.0309801035890086,NA,0.8
"0.8",0.1,0.246006374421246,NA,0.8
"0.8",0.125,0.552457557759693,NA,0.8
"0.8",0.15,0.688804987465794,NA,0.8
"0.8",0.175,0.747863418952337,NA,0.8
"0.8",0.2,0.777374897223735,NA,0.8
"0.8",0.225,0.793912016893471,NA,0.8
"0.8",0.25,0.804068974360936,NA,0.8
"0.8",0.275,0.810570321613462,NA,0.8
"0.8",0.3,0.814870704540917,NA,0.8
"0.8",0.325,0.817697789980487,NA,0.8
"0.8",0.35,0.819469158126005,NA,0.8
"0.8",0.375,0.820517294885615,NA,0.8
"0.8",0.4,0.821111839935423,NA,0.8
"0.8",0.425,0.821427047173688,NA,0.8
"0.8",0.45,0.821577326670034,NA,0.8
"0.8",0.475,0.821625889827477,NA,0.8
"0.8",0.5,0.821603545684789,NA,0.8
"0.8",0.525,0.821540910814092,NA,0.8
"0.8",0.55,0.821454795866745,NA,0.8
"0.8",0.575,0.821347877161156,NA,0.8
"0.8",0.6,0.82122939702111,NA,0.8
"0.8",0.625,0.821102209339585,NA,0.8
"0.8",0.65,0.820969497047353,NA,0.8
"0.8",0.675,0.820833641299579,NA,0.8
"0.8",0.7,0.820697327282834,NA,0.8
"0.8",0.725,0.8205608717979,NA,0.8
"0.8",0.75,0.820423031696395,NA,0.8
"0.8",0.775,0.820287230104213,NA,0.8
"0.8",0.8,0.82015314207592,NA,0.8
"0.8",0.825,0.820020767706481,NA,0.8
"0.8",0.85,0.81988831803028,NA,0.8
"0.8",0.875,0.819757231221498,NA,0.8
"0.8",0.9,0.819629691823434,NA,0.8
"0.8",0.925,0.819503950291248,NA,0.8
"0.8",0.95,0.819379172332888,NA,0.8
"0.8",0.975,0.819256511858702,NA,0.8
"0.8",1,0.819135367587967,NA,0.8
"0.9",0.05,0.0293927476911976,NA,0.9
"0.9",0.075,0.183610985091356,NA,0.9
"0.9",0.1,0.504192934287187,NA,0.9
"0.9",0.125,0.670668743737643,NA,0.9
"0.9",0.15,0.734299436264227,NA,0.9
"0.9",0.175,0.767865076696969,NA,0.9
"0.9",0.2,0.787546087378104,NA,0.9
"0.9",0.225,0.799500728091677,NA,0.9
"0.9",0.25,0.807212859927496,NA,0.9
"0.9",0.275,0.812331581713867,NA,0.9
"0.9",0.3,0.815839819757893,NA,0.9
"0.9",0.325,0.818172458539991,NA,0.9
"0.9",0.35,0.819616327602141,NA,0.9
"0.9",0.375,0.820438148053335,NA,0.9
"0.9",0.4,0.820863605711976,NA,0.9
"0.9",0.425,0.821049864476782,NA,0.9
